TEMPORADA;ESPECIE;Provincia;capturas
2007-2008;PALOMA ZURITA;VALLADOLID;
2007-2008;PALOMA ZURITA;ZAMORA;
2007-2008;PALOMA BRAVÍA;AVILA;
2007-2008;PALOMA BRAVÍA;PALENCIA;11657
2007-2008;PALOMA TORCAZ;AVILA;22541
2007-2008;PALOMA TORCAZ;SALAMANCA;38890
2007-2008;PALOMA TORCAZ;SORIA;9927
2007-2008;PALOMA TORCAZ;ZAMORA;29415
2007-2008;TORTOLA;SORIA;6620
2007-2008;TORTOLA;VALLADOLID;6006
2007-2008;CODORNIZ;BURGOS;165764
2007-2008;CODORNIZ;PALENCIA;125138
2007-2008;CODORNIZ;SORIA;129814
2007-2008;BECADA;SORIA;2579
2007-2008;BECADA;ZAMORA;1740
2007-2008;URRACAS,GRAJILLAS;LEON;1987
2007-2008;URRACAS,GRAJILLAS;SORIA;3581
2007-2008;PATO REAL O AZULÓN;AVILA;1155
2007-2008;PATO REAL O AZULÓN;LEON;301
2007-2008;PATO REAL O AZULÓN;PALENCIA;1353
2007-2008;PATO REAL O AZULÓN;SEGOVIA;15552
2007-2008;PATO REAL O AZULÓN;SORIA;3210
2007-2008;PATO REAL O AZULÓN;VALLADOLID;1859
2007-2008;OTRAS AVES ACUÁTICAS;LEON;124
2007-2008;OTRAS AVES ACUÁTICAS;SORIA;111
2007-2008;OTRAS AVES ACUÁTICAS;ZAMORA;645
2007-2008;ZORZAL;SORIA;10017
2007-2008;ZORZAL;ZAMORA;3800
2007-2008;FAISAN;AVILA;
2007-2008;FAISAN;LEON;
2007-2008;FAISAN;PALENCIA;130
2007-2008;FAISAN;SALAMANCA;519
2007-2008;FAISAN;SEGOVIA;
2007-2008;FAISAN;SORIA;
2007-2008;FAISAN;ZAMORA;
2007-2008;JABALÍ;AVILA;1628
2007-2008;JABALÍ;LEON;
2007-2008;JABALÍ;PALENCIA;1147
2007-2008;LOBO;SEGOVIA;
2007-2008;CORZO;BURGOS;2320
2007-2008;CORZO;SEGOVIA;113
2007-2008;VENADO;BURGOS;398
2007-2008;VENADO;SALAMANCA;197
2007-2008;REBECO;LEON;82
2007-2008;CABRA MONTES;AVILA;39
2007-2008;CABRA MONTES;LEON;1
2007-2008;CABRA MONTES;SEGOVIA;
2007-2008;CABRA MONTES;SORIA;
2007-2008;MUFLÓN;BURGOS;
2007-2008;MUFLÓN;SALAMANCA;27
2007-2008;MUFLÓN;SEGOVIA;2
2007-2008;MUFLÓN;SORIA;
2007-2008;MUFLÓN;ZAMORA;
2007-2008;GAMO;AVILA;157
2007-2008;GAMO;PALENCIA;
2007-2008;GAMO;SEGOVIA;4
2007-2008;CONEJO;ZAMORA;53188
2007-2008;LIEBRE;AVILA;6104
2007-2008;LIEBRE;LEON;1703
2007-2008;LIEBRE;SALAMANCA;13410
2007-2008;ZORRO;PALENCIA;1759
2007-2008;ZORRO;SORIA;2207
2007-2008;PERDIR ROJA;SALAMANCA;20665
2007-2008;PERDIR ROJA;SORIA;33116
2007-2008;PERDIR ROJA;ZAMORA;25543
2007-2008;PALOMA ZURITA;LEON;187
2007-2008;PALOMA BRAVÍA;BURGOS;1901
2007-2008;PALOMA BRAVÍA;LEON;581
2007-2008;PALOMA BRAVÍA;SALAMANCA;11792
2007-2008;PALOMA BRAVÍA;SEGOVIA;
2007-2008;PALOMA BRAVÍA;ZAMORA;
2007-2008;PALOMA TORCAZ;BURGOS;12757
2007-2008;PALOMA TORCAZ;PALENCIA;7785
2007-2008;TORTOLA;BURGOS;5033
2007-2008;TORTOLA;LEON;1350
2007-2008;TORTOLA;ZAMORA;9000
2007-2008;CODORNIZ;AVILA;8496
2007-2008;CODORNIZ;VALLADOLID;44330
2007-2008;BECADA;BURGOS;7283
2007-2008;BECADA;LEON;480
2007-2008;URRACAS,GRAJILLAS;AVILA;1644
2007-2008;URRACAS,GRAJILLAS;PALENCIA;7944
2007-2008;URRACAS,GRAJILLAS;SEGOVIA;11271
2007-2008;URRACAS,GRAJILLAS;ZAMORA;
2007-2008;PATO REAL O AZULÓN;SALAMANCA;4743
2007-2008;PATO REAL O AZULÓN;ZAMORA;2974
2007-2008;OTRAS AVES ACUÁTICAS;PALENCIA;597
2007-2008;OTRAS AVES ACUÁTICAS;VALLADOLID;423
2007-2008;ZORZAL;AVILA;9345
2007-2008;ZORZAL;LEON;689
2007-2008;ZORZAL;PALENCIA;1093
2007-2008;ZORZAL;SALAMANCA;7403
2007-2008;ZORZAL;SEGOVIA;3327
2007-2008;ZORZAL;VALLADOLID;2151
2007-2008;FAISAN;BURGOS;80
2007-2008;JABALÍ;SALAMANCA;3952
2007-2008;JABALÍ;SEGOVIA;974
2007-2008;LOBO;BURGOS;1
2007-2008;LOBO;LEON;14
2007-2008;LOBO;PALENCIA;4
2007-2008;LOBO;SORIA;1
2007-2008;LOBO;ZAMORA;19
2007-2008;CORZO;AVILA;19
2007-2008;CORZO;LEON;622
2007-2008;CORZO;PALENCIA;363
2007-2008;CORZO;SALAMANCA;147
2007-2008;CORZO;SORIA;3169
2007-2008;CORZO;VALLADOLID;1
2007-2008;VENADO;AVILA;
2007-2008;VENADO;PALENCIA;290
2007-2008;VENADO;SEGOVIA;55
2007-2008;VENADO;ZAMORA;203
2007-2008;REBECO;AVILA;
2007-2008;REBECO;SALAMANCA;27
2007-2008;REBECO;SEGOVIA;
2007-2008;REBECO;SORIA;
2007-2008;REBECO;ZAMORA;
2007-2008;CABRA MONTES;BURGOS;
2007-2008;MUFLÓN;LEON;
2007-2008;MUFLÓN;PALENCIA;
2007-2008;MUFLÓN;VALLADOLID;6
2007-2008;GAMO;LEON;
2007-2008;GAMO;SALAMANCA;74
2007-2008;GAMO;VALLADOLID;1
2007-2008;CONEJO;AVILA;19076
2007-2008;CONEJO;BURGOS;18412
2007-2008;CONEJO;LEON;5030
2007-2008;CONEJO;SEGOVIA;6421
2007-2008;CONEJO;VALLADOLID;63146
2007-2008;LIEBRE;PALENCIA;1435
2007-2008;LIEBRE;SEGOVIA;1880
2007-2008;LIEBRE;ZAMORA;11652
2007-2008;ZORRO;AVILA;3293
2007-2008;ZORRO;BURGOS;2938
2007-2008;ZORRO;LEON;995
2007-2008;ZORRO;SEGOVIA;2610
2007-2008;PERDIR ROJA;AVILA;9716
2007-2008;PERDIR ROJA;LEON;4532
2007-2008;PERDIR ROJA;SEGOVIA;3702
2007-2008;PALOMA ZURITA;BURGOS;1299
2007-2008;PALOMA ZURITA;PALENCIA;2126
2007-2008;PALOMA ZURITA;SALAMANCA;4357
2007-2008;PALOMA ZURITA;SORIA;1376
2007-2008;PALOMA BRAVÍA;SORIA;991
2007-2008;PALOMA BRAVÍA;VALLADOLID;
2007-2008;PALOMA TORCAZ;LEON;2210
2007-2008;PALOMA TORCAZ;SEGOVIA;7463
2007-2008;PALOMA TORCAZ;VALLADOLID;43585
2007-2008;TORTOLA;AVILA;4540
2007-2008;TORTOLA;PALENCIA;12538
2007-2008;TORTOLA;SALAMANCA;31028
2007-2008;TORTOLA;SEGOVIA;
2007-2008;CODORNIZ;LEON;18136
2007-2008;CODORNIZ;SALAMANCA;31946
2007-2008;CODORNIZ;SEGOVIA;4112
2007-2008;CODORNIZ;ZAMORA;53914
2007-2008;BECADA;AVILA;624
2007-2008;BECADA;PALENCIA;289
2007-2008;BECADA;SALAMANCA;3041
2007-2008;BECADA;SEGOVIA;492
2007-2008;BECADA;VALLADOLID;517
2007-2008;URRACAS,GRAJILLAS;BURGOS;5683
2007-2008;URRACAS,GRAJILLAS;SALAMANCA;2980
2007-2008;URRACAS,GRAJILLAS;VALLADOLID;5168
2007-2008;PATO REAL O AZULÓN;BURGOS;1361
2007-2008;OTRAS AVES ACUÁTICAS;AVILA;
2007-2008;OTRAS AVES ACUÁTICAS;BURGOS;226
2007-2008;OTRAS AVES ACUÁTICAS;SALAMANCA;800
2007-2008;OTRAS AVES ACUÁTICAS;SEGOVIA;
2007-2008;ZORZAL;BURGOS;7864
2007-2008;FAISAN;VALLADOLID;136
2008-2009;JABALÍ;AVILA;1293
2008-2009;JABALÍ;BURGOS;3669
2008-2009;JABALÍ;SEGOVIA;553
2008-2009;JABALÍ;SORIA;2462
2008-2009;LOBO;AVILA;
2008-2009;LOBO;LEON;19
2008-2009;LOBO;PALENCIA;4
2008-2009;LOBO;SEGOVIA;
2008-2009;LOBO;ZAMORA;17
2008-2009;CORZO;PALENCIA;378
2008-2009;VENADO;BURGOS;398
2008-2009;VENADO;PALENCIA;249
2008-2009;VENADO;SEGOVIA;
2008-2009;REBECO;AVILA;
2008-2009;REBECO;LEON;158
2008-2009;REBECO;SORIA;
2008-2009;CABRA MONTÉS;BURGOS;
2008-2009;CABRA MONTÉS;LEON;22
2008-2009;CABRA MONTÉS;PALENCIA;
2008-2009;MUFLÓN;AVILA;134
2008-2009;GAMO;AVILA;114
2008-2009;GAMO;BURGOS;43
2008-2009;GAMO;SORIA;
2008-2009;CONEJO;LEON;4745
2008-2009;CONEJO;ZAMORA;53188
2008-2009;LIEBRE;AVILA;3010
2008-2009;LIEBRE;PALENCIA;1435
2008-2009;LIEBRE;SALAMANCA;13410
2008-2009;ZORRO;AVILA;2112
2008-2009;ZORRO;SEGOVIA;1225
2008-2009;PERDIZ ROJA;AVILA;8034
2008-2009;PALOMA ZURITA;LEON;188
2008-2009;PALOMA ZURITA;SALAMANCA;4357
2008-2009;PALOMA ZURITA;SORIA;624
2008-2009;PALOMA BRAVIA;VALLADOLID;21003
2008-2009;PALOMA TORCAZ;AVILA;10822
2008-2009;PALOMA TORCAZ;BURGOS;12757
2008-2009;TÓRTOLA;BURGOS;5033
2008-2009;TÓRTOLA;PALENCIA;3638
2008-2009;TÓRTOLA;SALAMANCA;31028
2008-2009;TÓRTOLA;SEGOVIA;2068
2008-2009;TÓRTOLA;VALLADOLID;8199
2008-2009;CODORNIZ;AVILA;16268
2008-2009;CODORNIZ;SALAMANCA;31946
2008-2009;CODORNIZ;SEGOVIA;21317
2008-2009;CODORNIZ;VALLADOLID;59929
2008-2009;BECADA;SORIA;2521
2008-2009;BECADA;VALLADOLID;762
2008-2009;URRACAS. GRAJILLA;AVILA;1662
2008-2009;URRACAS. GRAJILLA;SALAMANCA;2980
2008-2009;URRACAS. GRAJILLA;SEGOVIA;2652
2008-2009;URRACAS. GRAJILLA;VALLADOLID;5301
2008-2009;PATO REAL O AZULÓ;SALAMANCA;4743
2008-2009;OTRAS AVES ACUÁTI;LEON;241
2008-2009;OTRAS AVES ACUÁTI;SEGOVIA;67
2008-2009;OTRAS AVES ACUÁTI;SORIA;472
2008-2009;OTRAS AVES ACUÁTI;ZAMORA;645
2008-2009;ZORZAL;AVILA;11566
2008-2009;ZORZAL;LEON;599
2008-2009;ZORZAL;PALENCIA;2290
2008-2009;ZORZAL;SALAMANCA;7403
2008-2009;ZORZAL;SORIA;15301
2008-2009;ZORZAL;VALLADOLID;2720
2008-2009;FAISÁN;AVILA;175
2008-2009;FAISÁN;LEON;
2008-2009;FAISÁN;SEGOVIA;
2008-2009;FAISÁN;ZAMORA;
2008-2009;JABALÍ;LEON;2259
2008-2009;JABALÍ;VALLADOLID;471
2008-2009;LOBO;BURGOS;1
2008-2009;LOBO;SALAMANCA;
2008-2009;LOBO;SORIA;0
2008-2009;CORZO;LEON;609
2008-2009;CORZO;SALAMANCA;169
2008-2009;CORZO;SEGOVIA;70
2008-2009;CORZO;SORIA;3646
2008-2009;VENADO;AVILA;276
2008-2009;VENADO;SALAMANCA;197
2008-2009;VENADO;ZAMORA;203
2008-2009;REBECO;SEGOVIA;
2008-2009;REBECO;VALLADOLID;
2008-2009;CABRA MONTÉS;AVILA;87
2008-2009;CABRA MONTÉS;VALLADOLID;
2008-2009;CABRA MONTÉS;ZAMORA;
2008-2009;MUFLÓN;BURGOS;
2008-2009;MUFLÓN;PALENCIA;
2008-2009;MUFLÓN;SEGOVIA;
2008-2009;MUFLÓN;VALLADOLID;2
2008-2009;GAMO;SEGOVIA;
2008-2009;GAMO;VALLADOLID;53
2008-2009;CONEJO;SEGOVIA;1579
2008-2009;CONEJO;VALLADOLID;76906
2008-2009;LIEBRE;SEGOVIA;4515
2008-2009;LIEBRE;SORIA;15311
2008-2009;LIEBRE;VALLADOLID;4980
2008-2009;ZORRO;LEON;1009
2008-2009;ZORRO;SALAMANCA;13350
2008-2009;ZORRO;SORIA;2322
2008-2009;PERDIZ ROJA;PALENCIA;19173
2008-2009;PERDIZ ROJA;SEGOVIA;6397
2008-2009;PERDIZ ROJA;VALLADOLID;27868
2008-2009;PERDIZ ROJA;ZAMORA;25543
2008-2009;PALOMA ZURITA;AVILA;2465
2008-2009;PALOMA ZURITA;BURGOS;1299
2008-2009;PALOMA ZURITA;ZAMORA;3711
2008-2009;PALOMA BRAVIA;LEON;583
2008-2009;PALOMA BRAVIA;PALENCIA;9520
2008-2009;PALOMA BRAVIA;SALAMANCA;11792
2008-2009;PALOMA BRAVIA;SEGOVIA;1351
2008-2009;PALOMA BRAVIA;SORIA;649
2008-2009;PALOMA TORCAZ;LEON;2215
2008-2009;PALOMA TORCAZ;SALAMANCA;38890
2008-2009;PALOMA TORCAZ;SORIA;87023
2008-2009;TÓRTOLA;AVILA;2774
2008-2009;TÓRTOLA;LEON;1223
2008-2009;TÓRTOLA;SORIA;6321
2008-2009;TÓRTOLA;ZAMORA;9000
2008-2009;CODORNIZ;LEON;18136
2008-2009;CODORNIZ;PALENCIA;106043
2008-2009;BECADA;AVILA;534
2008-2009;URRACAS. GRAJILLA;BURGOS;5683
2008-2009;URRACAS. GRAJILLA;LEON;1913
2008-2009;URRACAS. GRAJILLA;PALENCIA;5440
2008-2009;PATO REAL O AZULÓ;AVILA;802
2008-2009;PATO REAL O AZULÓ;BURGOS;1361
2008-2009;PATO REAL O AZULÓ;LEON;382
2008-2009;PATO REAL O AZULÓ;SEGOVIA;8487
2008-2009;PATO REAL O AZULÓ;SORIA;154
2008-2009;PATO REAL O AZULÓ;VALLADOLID;1972
2008-2009;OTRAS AVES ACUÁTI;BURGOS;226
2008-2009;OTRAS AVES ACUÁTI;SALAMANCA;800
2008-2009;FAISÁN;VALLADOLID;33
2008-2009;JABALÍ;PALENCIA;807
2008-2009;JABALÍ;SALAMANCA;4077
2008-2009;JABALÍ;ZAMORA;2554
2008-2009;LOBO;VALLADOLID;0
2008-2009;CORZO;AVILA;23
2008-2009;CORZO;BURGOS;2320
2008-2009;CORZO;VALLADOLID;4
2008-2009;CORZO;ZAMORA;340
2008-2009;VENADO;LEON;276
2008-2009;VENADO;SORIA;5430
2008-2009;VENADO;VALLADOLID;47
2008-2009;REBECO;BURGOS;
2008-2009;REBECO;PALENCIA;3
2008-2009;REBECO;SALAMANCA;
2008-2009;REBECO;ZAMORA;
2008-2009;CABRA MONTÉS;SALAMANCA;131
2008-2009;CABRA MONTÉS;SEGOVIA;
2008-2009;CABRA MONTÉS;SORIA;
2008-2009;MUFLÓN;LEON;
2008-2009;MUFLÓN;SALAMANCA;27
2008-2009;MUFLÓN;SORIA;
2008-2009;MUFLÓN;ZAMORA;
2008-2009;GAMO;LEON;
2008-2009;GAMO;PALENCIA;
2008-2009;GAMO;SALAMANCA;74
2008-2009;GAMO;ZAMORA;
2008-2009;CONEJO;AVILA;17679
2008-2009;CONEJO;BURGOS;18412
2008-2009;CONEJO;PALENCIA;52497
2008-2009;CONEJO;SALAMANCA;39094
2008-2009;CONEJO;SORIA;9740
2008-2009;LIEBRE;BURGOS;10162
2008-2009;LIEBRE;LEON;1689
2008-2009;LIEBRE;ZAMORA;11652
2008-2009;ZORRO;BURGOS;2938
2008-2009;ZORRO;PALENCIA;1759
2008-2009;ZORRO;VALLADOLID;2193
2008-2009;ZORRO;ZAMORA;3750
2008-2009;PERDIZ ROJA;BURGOS;33361
2008-2009;PERDIZ ROJA;LEON;4333
2008-2009;PERDIZ ROJA;SALAMANCA;20665
2008-2009;PERDIZ ROJA;SORIA;27185
2008-2009;PALOMA ZURITA;PALENCIA;3106
2008-2009;PALOMA ZURITA;SEGOVIA;1721
2008-2009;PALOMA ZURITA;VALLADOLID;9604
2008-2009;PALOMA BRAVIA;AVILA;2261
2008-2009;PALOMA BRAVIA;BURGOS;1901
2008-2009;PALOMA BRAVIA;ZAMORA;10038
2008-2009;PALOMA TORCAZ;PALENCIA;8703
2008-2009;PALOMA TORCAZ;SEGOVIA;4665
2008-2009;PALOMA TORCAZ;VALLADOLID;17619
2008-2009;PALOMA TORCAZ;ZAMORA;15666
2008-2009;CODORNIZ;BURGOS;165764
2008-2009;CODORNIZ;SORIA;123081
2008-2009;CODORNIZ;ZAMORA;53914
2008-2009;BECADA;BURGOS;7294
2008-2009;BECADA;LEON;475
2008-2009;BECADA;PALENCIA;2549
2008-2009;BECADA;SALAMANCA;3051
2008-2009;BECADA;SEGOVIA;628
2008-2009;BECADA;ZAMORA;1740
2008-2009;URRACAS. GRAJILLA;SORIA;2001
2008-2009;URRACAS. GRAJILLA;ZAMORA;6322
2008-2009;PATO REAL O AZULÓ;PALENCIA;1595
2008-2009;PATO REAL O AZULÓ;ZAMORA;2974
2008-2009;OTRAS AVES ACUÁTI;AVILA;
2008-2009;OTRAS AVES ACUÁTI;PALENCIA;449
2008-2009;OTRAS AVES ACUÁTI;VALLADOLID;472
2008-2009;ZORZAL;BURGOS;7864
2008-2009;ZORZAL;SEGOVIA;1816
2008-2009;ZORZAL;ZAMORA;3800
2008-2009;FAISÁN;BURGOS;80
2008-2009;FAISÁN;PALENCIA;330
2008-2009;FAISÁN;SALAMANCA;519
2008-2009;FAISÁN;SORIA;
2009-2010;JABALÍ;BURGOS;3546
2009-2010;JABALÍ;LEON;2916
2009-2010;LOBO;AVILA;0
2009-2010;LOBO;BURGOS;2
2009-2010;LOBO;VALLADOLID;1
2009-2010;CORZO;AVILA;24
2009-2010;CORZO;LEON;860
2009-2010;CORZO;PALENCIA;428
2009-2010;CORZO;SORIA;3788
2009-2010;CORZO;VALLADOLID;8
2009-2010;CORZO;ZAMORA;435
2009-2010;VENADO;AVILA;268
2009-2010;VENADO;BURGOS;403
2009-2010;VENADO;LEON;186
2009-2010;VENADO;SEGOVIA;50
2009-2010;REBECO;AVILA;0
2009-2010;REBECO;BURGOS;0
2009-2010;REBECO;SEGOVIA;0
2009-2010;REBECO;SORIA;0
2009-2010;REBECO;ZAMORA;0
2009-2010;CABRA MONTÉS;AVILA;232
2009-2010;CABRA MONTÉS;SALAMANCA;108
2009-2010;CABRA MONTÉS;SORIA;0
2009-2010;CABRA MONTÉS;ZAMORA;0
2009-2010;MUFLÓN;BURGOS;0
2009-2010;MUFLÓN;VALLADOLID;3
2009-2010;GAMO;SEGOVIA;0
2009-2010;GAMO;VALLADOLID;57
2009-2010;CONEJO;LEON;6332
2009-2010;LIEBRE;PALENCIA;1770
2009-2010;ZORRO;BURGOS;1623
2009-2010;ZORRO;SORIA;2132
2009-2010;PERDIZ ROJA;PALENCIA;18039
2009-2010;PERDIZ ROJA;SALAMANCA;21469
2009-2010;PERDIZ ROJA;SEGOVIA;8746
2009-2010;PALOMA ZURITA;AVILA;2876
2009-2010;PALOMA ZURITA;PALENCIA;2840
2009-2010;PALOMA ZURITA;VALLADOLID;7709
2009-2010;PALOMA ZURITA;ZAMORA;3822
2009-2010;PALOMA BRAVIA;SEGOVIA;4958
2009-2010;PALOMA TORCAZ;AVILA;12102
2009-2010;PALOMA TORCAZ;PALENCIA;7639
2009-2010;PALOMA TORCAZ;SORIA;11800
2009-2010;PALOMA TORCAZ;VALLADOLID;26144
2009-2010;TÓRTOLA;SALAMANCA;16317
2009-2010;TÓRTOLA;VALLADOLID;7652
2009-2010;CODORNIZ;SEGOVIA;18083
2009-2010;CODORNIZ;SORIA;77949
2009-2010;CODORNIZ;VALLADOLID;39892
2009-2010;CODORNIZ;ZAMORA;44928
2009-2010;BECADA;BURGOS;8646
2009-2010;BECADA;SORIA;3783
2009-2010;URRACAS. GRAJILLAS;BURGOS;1702
2009-2010;URRACAS. GRAJILLAS;PALENCIA;6174
2009-2010;URRACAS. GRAJILLAS;SEGOVIA;6553
2009-2010;URRACAS. GRAJILLAS;SORIA;1437
2009-2010;URRACAS. GRAJILLAS;VALLADOLID;4973
2009-2010;PATO REAL O AZULÓN;LEON;513
2009-2010;PATO REAL O AZULÓN;SALAMANCA;4674
2009-2010;PATO REAL O AZULÓN;SEGOVIA;6262
2009-2010;OTRAS AVES ACUÁTICAS;BURGOS;0
2009-2010;OTRAS AVES ACUÁTICAS;VALLADOLID;295
2009-2010;ZORZAL;BURGOS;207
2009-2010;ZORZAL;PALENCIA;1580
2009-2010;FAISÁN;LEON;0
2009-2010;FAISÁN;SEGOVIA;0
2009-2010;JABALÍ;AVILA;1577
2009-2010;JABALÍ;SEGOVIA;1024
2009-2010;JABALÍ;VALLADOLID;518
2009-2010;LOBO;SALAMANCA;0
2009-2010;LOBO;SORIA;0
2009-2010;LOBO;ZAMORA;15
2009-2010;VENADO;PALENCIA;438
2009-2010;VENADO;SALAMANCA;240
2009-2010;VENADO;SORIA;5271
2009-2010;VENADO;VALLADOLID;110
2009-2010;REBECO;LEON;120
2009-2010;REBECO;VALLADOLID;0
2009-2010;CABRA MONTÉS;LEON;11
2009-2010;CABRA MONTÉS;PALENCIA;0
2009-2010;CABRA MONTÉS;SEGOVIA;1
2009-2010;MUFLÓN;AVILA;186
2009-2010;MUFLÓN;LEON;0
2009-2010;MUFLÓN;PALENCIA;0
2009-2010;MUFLÓN;SALAMANCA;41
2009-2010;GAMO;PALENCIA;0
2009-2010;GAMO;SALAMANCA;87
2009-2010;GAMO;SORIA;0
2009-2010;CONEJO;BURGOS;18970
2009-2010;LIEBRE;BURGOS;6078
2009-2010;LIEBRE;LEON;2673
2009-2010;LIEBRE;SEGOVIA;4138
2009-2010;LIEBRE;SORIA;17173
2009-2010;ZORRO;ZAMORA;4012
2009-2010;PERDIZ ROJA;AVILA;10000
2009-2010;PERDIZ ROJA;BURGOS;31686
2009-2010;PERDIZ ROJA;LEON;5989
2009-2010;PERDIZ ROJA;VALLADOLID;20481
2009-2010;PERDIZ ROJA;ZAMORA;17370
2009-2010;PALOMA ZURITA;BURGOS;210
2009-2010;PALOMA BRAVIA;LEON;650
2009-2010;PALOMA BRAVIA;PALENCIA;11626
2009-2010;PALOMA BRAVIA;SORIA;5100
2009-2010;PALOMA TORCAZ;SALAMANCA;30080
2009-2010;TÓRTOLA;BURGOS;4961
2009-2010;TÓRTOLA;LEON;897
2009-2010;TÓRTOLA;SEGOVIA;2233
2009-2010;TÓRTOLA;SORIA;4367
2009-2010;CODORNIZ;AVILA;9833
2009-2010;BECADA;PALENCIA;2703
2009-2010;BECADA;SEGOVIA;579
2009-2010;URRACAS. GRAJILLAS;SALAMANCA;2347
2009-2010;PATO REAL O AZULÓN;AVILA;982
2009-2010;PATO REAL O AZULÓN;VALLADOLID;1972
2009-2010;PATO REAL O AZULÓN;ZAMORA;2300
2009-2010;OTRAS AVES ACUÁTICAS;AVILA;0
2009-2010;OTRAS AVES ACUÁTICAS;PALENCIA;445
2009-2010;OTRAS AVES ACUÁTICAS;ZAMORA;800
2009-2010;ZORZAL;LEON;172
2009-2010;ZORZAL;SORIA;3100
2009-2010;FAISÁN;AVILA;0
2009-2010;FAISÁN;PALENCIA;0
2009-2010;FAISÁN;ZAMORA;0
2009-2010;JABALÍ;PALENCIA;1362
2009-2010;JABALÍ;SALAMANCA;4006
2009-2010;JABALÍ;SORIA;2289
2009-2010;JABALÍ;ZAMORA;678
2009-2010;LOBO;LEON;16
2009-2010;LOBO;PALENCIA;3
2009-2010;LOBO;SEGOVIA;0
2009-2010;CORZO;BURGOS;3087
2009-2010;CORZO;SALAMANCA;184
2009-2010;CORZO;SEGOVIA;158
2009-2010;VENADO;ZAMORA;372
2009-2010;REBECO;PALENCIA;39
2009-2010;REBECO;SALAMANCA;0
2009-2010;CABRA MONTÉS;BURGOS;0
2009-2010;CABRA MONTÉS;VALLADOLID;0
2009-2010;MUFLÓN;SEGOVIA;0
2009-2010;MUFLÓN;SORIA;0
2009-2010;MUFLÓN;ZAMORA;0
2009-2010;GAMO;AVILA;176
2009-2010;GAMO;BURGOS;33
2009-2010;GAMO;LEON;0
2009-2010;GAMO;ZAMORA;0
2009-2010;CONEJO;AVILA;23789
2009-2010;CONEJO;PALENCIA;57019
2009-2010;CONEJO;SALAMANCA;34343
2009-2010;CONEJO;SEGOVIA;22338
2009-2010;CONEJO;SORIA;10474
2009-2010;CONEJO;VALLADOLID;92699
2009-2010;CONEJO;ZAMORA;56911
2009-2010;LIEBRE;AVILA;4274
2009-2010;LIEBRE;SALAMANCA;11811
2009-2010;LIEBRE;VALLADOLID;7490
2009-2010;LIEBRE;ZAMORA;11420
2009-2010;ZORRO;AVILA;2584
2009-2010;ZORRO;LEON;1326
2009-2010;ZORRO;PALENCIA;1921
2009-2010;ZORRO;SALAMANCA;7928
2009-2010;ZORRO;SEGOVIA;2359
2009-2010;ZORRO;VALLADOLID;2294
2009-2010;PERDIZ ROJA;SORIA;22395
2009-2010;PALOMA ZURITA;LEON;163
2009-2010;PALOMA ZURITA;SALAMANCA;6326
2009-2010;PALOMA ZURITA;SEGOVIA;1870
2009-2010;PALOMA ZURITA;SORIA;924
2009-2010;PALOMA BRAVIA;AVILA;2746
2009-2010;PALOMA BRAVIA;BURGOS;5210
2009-2010;PALOMA BRAVIA;SALAMANCA;8879
2009-2010;PALOMA BRAVIA;VALLADOLID;18938
2009-2010;PALOMA BRAVIA;ZAMORA;11342
2009-2010;PALOMA TORCAZ;BURGOS;13854
2009-2010;PALOMA TORCAZ;LEON;2842
2009-2010;PALOMA TORCAZ;SEGOVIA;6981
2009-2010;PALOMA TORCAZ;ZAMORA;12376
2009-2010;TÓRTOLA;AVILA;3226
2009-2010;TÓRTOLA;PALENCIA;3772
2009-2010;TÓRTOLA;ZAMORA;7100
2009-2010;CODORNIZ;BURGOS;180948
2009-2010;CODORNIZ;LEON;32943
2009-2010;CODORNIZ;PALENCIA;120488
2009-2010;CODORNIZ;SALAMANCA;18133
2009-2010;BECADA;AVILA;605
2009-2010;BECADA;LEON;694
2009-2010;BECADA;SALAMANCA;2487
2009-2010;BECADA;VALLADOLID;743
2009-2010;BECADA;ZAMORA;1500
2009-2010;URRACAS. GRAJILLAS;AVILA;1855
2009-2010;URRACAS. GRAJILLAS;LEON;1675
2009-2010;URRACAS. GRAJILLAS;ZAMORA;6448
2009-2010;PATO REAL O AZULÓN;BURGOS;1300
2009-2010;PATO REAL O AZULÓN;PALENCIA;1330
2009-2010;PATO REAL O AZULÓN;SORIA;667
2009-2010;OTRAS AVES ACUÁTICAS;LEON;214
2009-2010;OTRAS AVES ACUÁTICAS;SALAMANCA;754
2009-2010;OTRAS AVES ACUÁTICAS;SEGOVIA;1775
2009-2010;OTRAS AVES ACUÁTICAS;SORIA;0
2009-2010;ZORZAL;AVILA;12568
2009-2010;ZORZAL;SALAMANCA;12479
2009-2010;ZORZAL;SEGOVIA;2896
2009-2010;ZORZAL;VALLADOLID;2592
2009-2010;ZORZAL;ZAMORA;3500
2009-2010;FAISÁN;BURGOS;0
2009-2010;FAISÁN;SALAMANCA;8
2009-2010;FAISÁN;SORIA;0
2009-2010;FAISÁN;VALLADOLID;6
2010-2011;JABALÍ;AVILA;1909
2010-2011;JABALÍ;PALENCIA;747
2010-2011;JABALÍ;SALAMANCA;4527
2010-2011;JABALÍ;SEGOVIA;1732
2010-2011;LOBO;VALLADOLID;1
2010-2011;CORZO;SALAMANCA;235
2010-2011;CORZO;SORIA;3960
2010-2011;CORZO;ZAMORA;417
2010-2011;VENADO;LEON;311
2010-2011;VENADO;PALENCIA;1118
2010-2011;REBECO;LEON;253
